molecule_chembl_id,activity_value_nm,standard_type,canonical_smiles,molecule_pref_name,standard_units,pchembl_value,log_activity,activity_class,activity_category,compound_name
CHEMBL4206585,409.0,IC50,CCS(=O)(=O)Nc1cc(-c2ccc3ncnc(Nc4cccc(C(=O)OC)c4)c3c2)cnc1OC,,nM,6.39,2.611723308007342,1,Moderately Active,
CHEMBL4206604,161.0,Ki,CC(=O)N1CC[C@H](Nc2nc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(C(C)C)c3n2)C1,,nM,6.79,2.2068258760318495,1,Moderately Active,
CHEMBL4206716,12.05,IC50,CN1CCN(c2ccc(Nc3cc4c(N5CCCCC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,,nM,8.96,1.0809870469108873,1,Active,
CHEMBL4207305,1500.0,IC50,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CO)c2)n1,,nM,5.82,3.1760912590556813,0,Weakly Active,
CHEMBL4207316,900.0,IC50,CCc1c(C(=O)NC(CO)Cc2ccccc2)[nH]c2ccc(C(F)(F)F)cc12,,nM,6.05,2.9542425094393248,1,Moderately Active,
CHEMBL4207398,80.0,Ki,O=[N+]([O-])c1ccc2[nH]c3nccc(NCc4cccc(Cl)c4)c3c2c1,,nM,7.1,1.9030899869919435,1,Active,
CHEMBL4207425,161.0,Ki,C=CC(=O)N[C@@H]1CCN(c2nc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(C(C)C)c3n2)C1,,nM,6.79,2.2068258760318495,1,Moderately Active,
CHEMBL4207750,2.4,IC50,CCS(=O)(=O)Nc1cc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cnc1OC,,nM,8.62,0.38021124171160603,1,Very Active,
CHEMBL4207951,85.0,IC50,C=CC(=O)N1C[C@@H]2CN(c3nc(Nc4cnn(C)c4)c4ncn(C(C)C)c4n3)C[C@@H]2C1,,nM,6.09,1.9294189257142926,1,Active,
CHEMBL4207984,23.0,IC50,N#Cc1ccc(O)c(-c2nc(NCc3cccnc3)c3ccccc3n2)c1,,nM,7.64,1.3617278360175928,1,Active,
CHEMBL4208167,9970.0,IC50,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc([N+](=O)[O-])cc2)n1,,nM,5.03,3.998695158311656,0,Weakly Active,
CHEMBL4208224,1700.0,IC50,Cc1c2cc(Cl)ccc2n2cc(Cc3ccccc3)[nH]c(=O)c12,,nM,5.77,3.230448921378274,0,Weakly Active,
CHEMBL4208649,680.0,Ki,O=[N+]([O-])c1ccc2oc3nccc(NCc4cccc(Br)c4)c3c2c1,,nM,6.17,2.832508912706236,1,Moderately Active,
CHEMBL4208673,34.8,IC50,CN1CCN(c2nc(Nc3ccc(F)cc3)nc3cnc(Nc4ccc(N5CCC(N(C)C)CC5)cn4)cc23)CC1,,nM,7.46,1.541579243946581,1,Active,
CHEMBL4208712,1010.0,IC50,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2NC(=O)CCO)n1,,nM,6.19,3.0043213737826426,0,Weakly Active,
CHEMBL4208745,2400.0,IC50,O=c1[nH]c(Cc2ccccc2)cn2c1cc1cc(Cl)ccc12,,nM,5.62,3.380211241711606,0,Weakly Active,
CHEMBL4208811,19.0,IC50,C=CC(=O)N[C@H]1CCN(c2nc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(C(C)C)c3n2)C1,,nM,6.56,1.2787536009528289,1,Active,
CHEMBL4208829,18.0,IC50,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C(C)(C)C)c3n2)C[C@H]1F,,nM,6.17,1.255272505103306,1,Active,
CHEMBL420885,885.0,IC50,CC(C)(C)OC(=O)Nc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,,nM,6.57,2.9469432706978256,1,Moderately Active,
CHEMBL4209019,7.2,IC50,CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCC(CO)CC5)nc(Nc5ccc(F)cc5)nc4cn3)nc2)CC1,,nM,7.98,0.8573324964312685,1,Very Active,
CHEMBL4209119,1670.0,IC50,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(NC(=O)CCOCc3ccccc3)cc2)n1,,nM,5.96,3.2227164711475833,0,Weakly Active,
CHEMBL4209187,810.0,Ki,O=[N+]([O-])c1ccc2oc3nccc(NCc4ccc(Br)cc4)c3c2c1,,nM,6.09,2.90848501887865,1,Moderately Active,
CHEMBL4209368,105.0,Ki,C=CC(=O)N1CC[C@@H](Nc2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C1,,nM,6.98,2.0211892990699383,1,Moderately Active,
CHEMBL4209480,140.0,Ki,Nc1ccc2[nH]c3nccc(NCc4cccc(Cl)c4)c3c2c1,,nM,6.85,2.146128035678238,1,Moderately Active,
CHEMBL4209588,500.0,IC50,Cc1c(C(=O)NC(CO)Cc2ccccc2)[nH]c2ccc(Cl)cc12,,nM,6.3,2.6989700043360187,1,Moderately Active,
CHEMBL4209801,4.4,IC50,CN1CCN(c2ccc(Nc3cc4c(N5CCCC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,,nM,8.36,0.6434526764861874,1,Very Active,
CHEMBL4210100,267.6,IC50,COc1cc2c(cc1OC)Nc1ncnc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c1NC2,,nM,6.57,2.4274861090957853,1,Moderately Active,
CHEMBL4210187,170.0,Ki,COc1cccc(CNc2ccnc3oc4ccc(N)cc4c23)c1,,nM,6.77,2.230448921378274,1,Moderately Active,
CHEMBL4210237,8420.0,IC50,C=CC(=O)Nc1ccccc1Oc1nc(Nc2ccc(N3CCN(C)CC3)cc2OC)ncc1Cl,,nM,5.08,3.9253120914996495,0,Weakly Active,
CHEMBL421047,2640.0,IC50,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OC(F)(F)F,,nM,5.58,3.4216039268698313,0,Weakly Active,
CHEMBL4210550,65.19999999999999,IC50,COc1ccc(-c2c3c4cc(O)c(OCCCN(C)C)cc4oc(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O.O=C(O)C(F)(F)F,,nM,7.08,1.8142475957319202,1,Active,
CHEMBL4210744,6490.0,IC50,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(N)c2)n1,,nM,5.19,3.812244696800369,0,Weakly Active,
CHEMBL4211322,9350.0,IC50,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2[N+](=O)[O-])n1,,nM,5.12,3.9708116108725178,0,Weakly Active,
CHEMBL4211341,930.0,Ki,O=[N+]([O-])c1cccc(CNc2ccnc3oc4ccc([N+](=O)[O-])cc4c23)c1,,nM,6.03,2.9684829485539352,1,Moderately Active,
CHEMBL4211367,3.0,Ki,C=CC(=O)N1C[C@H](Nc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](F)C1,,nM,8.52,0.47712125471966244,1,Very Active,
CHEMBL4211573,2700.0,IC50,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(NC(=O)COCc3ccccc3)cc2)n1,,nM,5.57,3.4313637641589874,0,Weakly Active,
CHEMBL4211782,3.0,Ki,C=CC(=O)Nc1cccc(Oc2nc(Nc3cnn(CCN(C)C)c3)nc3[nH]ccc23)c1,,nM,8.52,0.47712125471966244,1,Very Active,
CHEMBL4211835,20.35,IC50,COc1ccc(-c2c3c4cc(OCCCN(C)C)c(OCCCN(C)C)cc4oc(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,,nM,8.05,1.3085644135612389,1,Active,
CHEMBL4211949,1.3,IC50,C=CC(=O)N[C@@H]1Cn2c(c(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1=C,,nM,8.89,0.11394335230683679,1,Very Active,
CHEMBL4212326,52.0,IC50,C=CC(=O)N[C@H]1CCN(c2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C1,,nM,6.19,1.7160033436347992,1,Active,
CHEMBL4212450,200.0,IC50,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2NC(=O)CO)n1,,nM,6.7,2.3010299956639813,1,Moderately Active,
CHEMBL4212884,33.85,IC50,CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCCC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,,nM,8.26,1.5295586730211632,1,Active,
CHEMBL4213021,230.0,Ki,Nc1ccc2oc3nccc(NCc4cccc(Br)c4)c3c2c1,,nM,6.64,2.361727836017593,1,Moderately Active,
CHEMBL4213049,1360.0,Ki,O=[N+]([O-])c1ccc2oc3nccc(NCc4cccc(Cl)c4)c3c2c1,,nM,5.87,3.1335389083702174,0,Weakly Active,
CHEMBL4213082,2820.0,IC50,C=CC(=O)Nc1ccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)cc1,,nM,5.55,3.450249108319361,0,Weakly Active,
CHEMBL4213146,3900.0,IC50,CCc1c2cc(C(F)(F)F)ccc2n2cc(Cc3ccccc3)[nH]c(=O)c12,,nM,5.41,3.591064607026499,0,Weakly Active,
CHEMBL421326,4.0,IC50,OCCOCCNCc1ccc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,,nM,8.4,0.6020599913279624,1,Very Active,
CHEMBL4213400,78.0,IC50,CC(C)C(CO)Nc1nc(Nc2ccc(N3CCNCC3)cc2)c2ncn(C(C)C)c2n1,,nM,7.11,1.8920946026904804,1,Active,
CHEMBL4213519,577.5999999999999,IC50,COc1ccc(-c2c3c4cc(OC)c(OCCN(C)C)cc4oc(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O.O=C(O)C(F)(F)F,,nM,6.25,2.7616271845615827,1,Moderately Active,
CHEMBL4213609,712.5,IC50,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3nc[nH]c3n2)C[C@H]1F,,nM,6.12,2.8527848686805477,1,Moderately Active,
CHEMBL4213741,222.0,IC50,C=CC(=O)N1CC[C@H](Nc2nc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(C(C)C)c3n2)C1,,nM,6.55,2.346352974450639,1,Moderately Active,
CHEMBL4214040,1060.0,IC50,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(NC(=O)CO)cc2)n1,,nM,5.97,3.0253058652647704,0,Weakly Active,
CHEMBL4214266,110.0,Ki,O=[N+]([O-])c1ccc2[nH]c3nccc(NCc4cccc(Br)c4)c3c2c1,,nM,6.96,2.041392685158225,1,Moderately Active,
CHEMBL4214387,110.0,Ki,Nc1ccc2[nH]c3nccc(NCc4cccc(Br)c4)c3c2c1,,nM,6.96,2.041392685158225,1,Moderately Active,
CHEMBL4214496,800.0,IC50,O=C(NC(CO)Cc1ccccc1)c1cc2cc(Cl)ccc2[nH]1,,nM,6.1,2.9030899869919438,1,Moderately Active,
CHEMBL4214567,3.15,IC50,O=C(Nc1nccs1)C(c1cc(F)ccc1O)N1Cc2ccccc2C1=O,,nM,8.52,0.4983105537896005,1,Very Active,
CHEMBL4214588,46.0,IC50,COC(=O)c1ccc(O)c(-c2nc(NCc3cccnc3)c3ccccc3n2)c1,,nM,7.34,1.662757831681574,1,Active,
CHEMBL4214620,6220.0,IC50,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(N=[N+]=[N-])c2)n1,,nM,5.13,3.7937903846908188,0,Weakly Active,
CHEMBL4215076,15.25,IC50,CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCOCC5)nc(Nc5ccc(F)cc5)nc4cn3)nc2)CC1,,nM,8.82,1.1832698436828046,1,Active,
CHEMBL4215080,16.05,IC50,CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCOCC5)nc(Nc5ccc(F)cc5F)nc4cn3)nc2)CC1,,nM,9.05,1.2054750367408908,1,Active,
CHEMBL4215164,1590.0,IC50,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCO)c2)n1,,nM,5.8,3.2013971243204513,0,Weakly Active,
CHEMBL4215397,43.0,IC50,COc1ccc(-c2c3c4cc(OC)c(OCCCNC(=N)N)cc4oc(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O.O=C(O)C(F)(F)F,,nM,7.41,1.6334684555795864,1,Active,
CHEMBL4215496,390.0,IC50,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2NC(=O)COCc2ccccc2)n1,,nM,6.41,2.591064607026499,1,Moderately Active,
CHEMBL4215703,6900.0,IC50,Cc1cc(=O)n(-c2ccc(F)cc2)nc1C(=O)Nc1ccc(Oc2ncnc3ccsc23)c(F)c1,,nM,5.16,3.838849090737255,0,Weakly Active,
CHEMBL4216025,15130.0,IC50,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(N=[N+]=[N-])cc2)n1,,nM,5.01,4.1798389280231865,0,Inactive,
CHEMBL4216265,5640.0,IC50,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2NC(C)=O)n1,,nM,5.38,3.751279103983342,0,Weakly Active,
CHEMBL4216551,5800.0,IC50,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(NC(=O)/C=C/CN(C)C)cc2)n1,,nM,5.09,3.7634279935629373,0,Weakly Active,
CHEMBL4216679,5.0,IC50,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C(C)C)c3n2)C[C@H]1F,,nM,6.8,0.6989700043360189,1,Very Active,
CHEMBL4216749,2.0,Ki,C=CC(=O)Nc1cccc(Oc2nc(Nc3cnn(CCN(C)C)c3)nc3[nH]ccc23)c1F,,nM,8.7,0.3010299956639812,1,Very Active,
CHEMBL4216765,3600.0,IC50,COc1ccc(C(=O)n2nc(-c3cccnc3)nc2N)cc1,,nM,5.44,3.5563025007672873,0,Weakly Active,
CHEMBL4216784,1800.0,IC50,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2N)n1,,nM,5.75,3.255272505103306,0,Weakly Active,
CHEMBL421686,1080.0,IC50,Cc1[nH]c2ncnc(NCc3ccccc3)c2c1C,,nM,5.97,3.03342375548695,0,Weakly Active,
CHEMBL4217440,330.0,Ki,COc1cccc(CNc2ccnc3[nH]c4ccc([N+](=O)[O-])cc4c23)c1,,nM,6.48,2.5185139398778875,1,Moderately Active,
CHEMBL4217461,2740.0,Ki,COc1cccc(CNc2ccnc3oc4ccc([N+](=O)[O-])cc4c23)c1,,nM,5.56,3.437750562820388,0,Weakly Active,
CHEMBL4217686,6120.0,IC50,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(NC(=O)CCO)cc2)n1,,nM,5.21,3.7867514221455614,0,Weakly Active,
CHEMBL4217693,320.0,Ki,COc1cccc(CNc2ccnc3[nH]c4ccc(N)cc4c23)c1,,nM,6.5,2.505149978319906,1,Moderately Active,
CHEMBL4217913,842.3,IC50,COc1ccc(-c2c3c4cc(OCCN(C)C)c(OC)cc4oc(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O.O=C(O)C(F)(F)F,,nM,6.08,2.9254668006915376,1,Moderately Active,
CHEMBL4217976,2050.0,Ki,COc1ccc(CNc2ccnc3oc4ccc([N+](=O)[O-])cc4c23)cc1,,nM,5.69,3.311753861055754,0,Weakly Active,
CHEMBL4217992,29.35,IC50,CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCOCC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,,nM,8.34,1.4676081055836332,1,Active,
CHEMBL4218052,5610.0,IC50,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(N=C=S)c2)n1,,nM,5.25,3.7489628612561616,0,Weakly Active,
CHEMBL4218154,13.0,IC50,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3CC)c3ncn(C(C)C)c3n2)C[C@H]1F,,nM,6.19,1.1139433523068367,1,Active,
CHEMBL4218320,2140.0,IC50,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2NC(=O)CCOCc2ccccc2)n1,,nM,5.7,3.330413773349191,0,Weakly Active,
CHEMBL4218431,28.3,IC50,N#Cc1ccc(O)c(-c2nc(NCc3cnccn3)c3ccccc3n2)c1,,nM,7.77,1.4517864355242902,1,Active,
CHEMBL4218447,322.9,IC50,COc1ccc(-c2c3c4cc(O)c(OC)cc4oc(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O,,nM,6.4,2.5090680450171616,1,Moderately Active,
CHEMBL422066,605.0,IC50,COc1cc2ncnc(NNc3ccc(F)c(Cl)c3)c2cc1OC,,nM,6.37,2.781755374652469,1,Moderately Active,
CHEMBL422292,26.25,IC50,CCOC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,nM,8.82,1.4191293077419758,1,Active,
CHEMBL422335,90.0,IC50,O=C(Oc1cccc(O)c1)c1cc(NCc2cc(O)ccc2O)ccc1O,,nM,7.05,1.954242509439325,1,Active,
CHEMBL422347,841.0,IC50,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)cs1,,nM,7.09,2.924795995797912,1,Moderately Active,
CHEMBL4224932,92.5,IC50,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3OC)n2)c1,,nM,7.1,1.9661417327390327,1,Active,
CHEMBL4225166,6.15,IC50,C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccc(F)c(Br)c4)c3n2)c(OC)cc1N(C)CCN(C)C,,nM,8.0,0.7888751157754168,1,Very Active,
CHEMBL4225191,63.5,IC50,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCC(N(C)C)CC4)cc3OC)n2)c1,,nM,7.35,1.8027737252919758,1,Active,
CHEMBL4225255,239.5,IC50,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N(C)CCN(C)C)cc3OC)n2)c1,,nM,7.31,2.379305517750582,1,Moderately Active,
CHEMBL422531,12000.0,IC50,CN(C)C(=O)CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)N(C)C)[nH]c2ccccc12,,nM,4.92,4.079181246047625,0,Inactive,
CHEMBL422540,100000.0,IC50,c1ccc(-c2c(SSc3[nH]c4ccccc4c3-c3ccccc3)[nH]c3ccccc23)cc1,,nM,4.0,5.0,0,Inactive,
CHEMBL4225517,316.0,IC50,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N(C)C)cc3)n2)c1,,nM,6.33,2.499687082618404,1,Moderately Active,
CHEMBL4225565,529.0,IC50,CN1CCN(c2ccc(Nc3ncc4nc(Sc5ccccc5)n([C@H]5CC[C@H](O)CC5)c4n3)cc2)CC1,,nM,6.28,2.7234556720351857,1,Moderately Active,
CHEMBL4225571,510.0,IC50,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(C4CCN(C)CC4)cc3)n2)c1,,nM,6.29,2.7075701760979363,1,Moderately Active,
CHEMBL4225777,556.0,IC50,CN(C)CCOc1ccc(Nc2ncc3nc(Sc4ccccc4)n(C4CCOCC4)c3n2)cc1,,nM,6.25,2.7450747915820575,1,Moderately Active,
CHEMBL4225781,63.5,IC50,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCC(N5CCOCC5)CC4)cc3OC)n2)c1,,nM,7.07,1.8027737252919758,1,Active,
CHEMBL4225828,596.0,IC50,CNC(=O)c1ccc(Sc2cccc(NC(=S)Nc3ccc(Cl)c(C(F)(F)F)c3)c2)nc1,,nM,6.22,2.7752462597402365,1,Moderately Active,
CHEMBL4225863,5.8,IC50,C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccc(F)cc4)c3n2)c(OC)cc1N(C)CCN(C)C,,nM,7.74,0.7634279935629372,1,Very Active,
CHEMBL4226151,892.0,IC50,CN1CCN(c2ccc(Nc3ncc4nc(Sc5ccccc5)n(C5CCOCC5)c4n3)cc2)CC1,,nM,6.05,2.950364854376123,1,Moderately Active,
CHEMBL4226177,593.5,IC50,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(C(=O)N4CCN(C)CC4)cc3OC)n2)c1,,nM,6.01,2.77342072329061,1,Moderately Active,
CHEMBL4226254,270.0,IC50,C=CC(=O)Nc1cccc(NC(=O)Nc2nc(Nc3ccc(N4CCC(N5CCOCC5)CC4)cc3OC)ncc2C(F)(F)F)c1,,nM,6.57,2.4313637641589874,1,Moderately Active,
CHEMBL4226436,201.5,IC50,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(C4CCN(C)CC4)cc3OC)n2)c1,,nM,6.56,2.3042750504771283,1,Moderately Active,
CHEMBL4226562,386.0,IC50,C=CC(=O)Nc1cccc(NC(=O)Nc2nc(Nc3ccc(N4CCC(N5CCOCC5)CC4)cc3OC)ncc2Cl)c1,,nM,6.19,2.586587304671755,1,Moderately Active,
CHEMBL4226676,104.0,IC50,CN(C)C1CCN(c2ccc(Nc3ncc4nc(Sc5ccccc5)n(C5CCOCC5)c4n3)cc2)CC1,,nM,6.48,2.0170333392987803,1,Moderately Active,
CHEMBL4226702,218.0,IC50,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCOCC4)cc3OC)n2)c1,,nM,6.65,2.3384564936046046,1,Moderately Active,
CHEMBL4226907,478.85,IC50,O=C(N/N=C/c1ccc(F)cc1Cl)N1CCc2ncnc(Nc3cccc(Br)c3)c2C1,,nM,7.75,2.6801994917560195,1,Moderately Active,
CHEMBL4226937,805.0,IC50,CN(C)CCOc1ccc(Nc2ncc3nc(Sc4cccc(F)c4)n(C4CCOCC4)c3n2)cc1,,nM,6.09,2.9057958803678687,1,Moderately Active,
CHEMBL4226965,143.0,IC50,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c1,,nM,6.84,2.155336037465062,1,Moderately Active,
CHEMBL4227091,4.7,IC50,C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccc(I)cc4)c3n2)c(OC)cc1N(C)CCN(C)C,,nM,7.77,0.6720978579357175,1,Very Active,
CHEMBL4227201,3.1,IC50,C=CC(=O)Nc1cc(Nc2ncc3nc(Nc4ccccc4)n(C)c3n2)c(OC)cc1N(C)CCN(C)C,,nM,7.65,0.4913616938342727,1,Very Active,
CHEMBL4227210,14.6,IC50,C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccc(C(C)C)cc4)c3n2)c(OC)cc1N(C)CCN(C)C,,nM,7.6,1.1643528557844371,1,Active,
CHEMBL4227278,365.5,IC50,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,,nM,6.19,2.562887381293879,1,Moderately Active,
CHEMBL4227281,1620.6999999999998,IC50,Cc1ccc(/C=N/NC(=O)N2CCc3ncnc(Nc4cccc(C(F)(F)F)c4)c3C2)cc1,,nM,7.62,3.209702632120352,0,Weakly Active,
CHEMBL4227490,192.0,IC50,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccccc3OC)n2)c1,,nM,6.72,2.2833012287035497,1,Moderately Active,
CHEMBL4227552,158.0,IC50,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCN(CCF)CC4)cc3OC)n2)c1,,nM,6.8,2.1986570869544226,1,Moderately Active,
CHEMBL422758,375.0,IC50,COc1cc2c(Nc3c(F)cc(Cl)cc3F)ncnc2cc1OCC1CCN(C)CC1,,nM,6.35,2.574031267727719,1,Moderately Active,
CHEMBL4227701,23.05,IC50,C=CC(=O)Nc1cc(Nc2ncc3nc(Nc4ccccc4)n(C(C)C)c3n2)c(OC)cc1N(C)CCN(C)C,,nM,7.39,1.362670929725667,1,Active,
CHEMBL4227812,348.0,IC50,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(OC)cc3OC)n2)c1,,nM,6.46,2.5415792439465807,1,Moderately Active,
CHEMBL4228018,266.0,IC50,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(OCCOC)cc3)n2)c1,,nM,6.58,2.424881636631067,1,Moderately Active,
CHEMBL4228120,42.3,IC50,O=C(N/N=C/c1cc(F)c(F)cc1Cl)N1CCc2ncnc(Nc3ccc(F)c(Cl)c3)c2C1,,nM,7.37,1.6263403673750423,1,Active,
CHEMBL4228176,45.5,IC50,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCC(N(CC)CC)CC4)cc3OC)n2)c1,,nM,7.44,1.6580113966571124,1,Active,
CHEMBL4228473,17.0,IC50,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCN(C)CC4)cc3OC)n2)c1,,nM,7.77,1.2304489213782739,1,Active,
CHEMBL4228518,114.0,IC50,CN(C)CCOc1ccc(Nc2ncc3nc(Sc4ccc(F)cc4)n(C4CCOCC4)c3n2)cc1,,nM,6.94,2.0569048513364727,1,Moderately Active,
CHEMBL4228672,6.4,IC50,C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccc(Cl)cc4)c3n2)c(OC)cc1N(C)CCN(C)C,,nM,7.81,0.8061799739838872,1,Very Active,
CHEMBL4228848,128.0,IC50,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(C(=O)N4CCOCC4)cc3OC)n2)c1,,nM,6.89,2.1072099696478683,1,Moderately Active,
CHEMBL422899,30500.0,IC50,CC(C)(C)ONC(=O)Cc1cc(/N=C/c2cc(O)ccc2O)ccc1O,,nM,4.51,4.484299839346786,0,Inactive,
CHEMBL4229010,112.0,IC50,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N(CC)CC)cc3OC)n2)c1,,nM,6.74,2.0492180226701815,1,Moderately Active,
CHEMBL4229213,62.5,IC50,O=C(N/N=C/c1cccs1)N1CCc2ncnc(Nc3ccc(F)c(Cl)c3)c2C1,,nM,7.2,1.7958800173440752,1,Active,
CHEMBL4229266,101.0,IC50,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(C(=O)N(CC)CC)cc3OC)n2)c1,,nM,7.0,2.0043213737826426,1,Moderately Active,
CHEMBL423159,21000.0,IC50,COC(=O)c1cc(NCc2cccc(O)c2)ccc1O,,nM,4.68,4.3222192947339195,0,Inactive,
CHEMBL423224,31.0,IC50,Brc1cccc(Nc2[nH]cnc3nc4ccccc4c2-3)c1,,nM,7.51,1.4913616938342726,1,Active,
CHEMBL4237916,7.1,IC50,CCCN(c1ccc(OC)cc1)c1ncnc2occ(C)c12,,nM,8.15,0.8512583487190752,1,Very Active,
CHEMBL4238771,45500.0,IC50,Clc1ccc(SCc2n[nH]c(-c3ccc(Cl)cc3)n2)cc1,,nM,4.34,4.658011396657113,0,Inactive,
CHEMBL4239716,7.2,IC50,CSc1ccc(N(C)c2ncnc3occ(C)c23)cc1,,nM,8.14,0.8573324964312685,1,Very Active,
